  0%|                                                                       | 0/16200 [00:00<?, ?it/s]/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
{'loss': 2.8452, 'grad_norm': 5.584394454956055, 'learning_rate': 0.0001390246913580247, 'epoch': 0.92}
{'loss': 2.0846, 'grad_norm': 4.658310890197754, 'learning_rate': 0.00013896296296296297, 'epoch': 0.92}
{'loss': 2.7795, 'grad_norm': 5.723416328430176, 'learning_rate': 0.00013890123456790124, 'epoch': 0.92}
{'loss': 3.0575, 'grad_norm': 3.2896721363067627, 'learning_rate': 0.0001388395061728395, 'epoch': 0.92}
{'loss': 3.1881, 'grad_norm': 5.6506171226501465, 'learning_rate': 0.0001387777777777778, 'epoch': 0.92}
{'loss': 3.3307, 'grad_norm': 4.109691143035889, 'learning_rate': 0.00013871604938271606, 'epoch': 0.92}
{'loss': 2.592, 'grad_norm': 3.4271304607391357, 'learning_rate': 0.0001386543209876543, 'epoch': 0.92}
{'loss': 3.1946, 'grad_norm': 10.297228813171387, 'learning_rate': 0.0001385925925925926, 'epoch': 0.92}
{'loss': 2.2458, 'grad_norm': 4.041224479675293, 'learning_rate': 0.00013853086419753088, 'epoch': 0.92}
{'loss': 2.9998, 'grad_norm': 6.1531476974487305, 'learning_rate': 0.00013846913580246913, 'epoch': 0.92}
{'loss': 3.3716, 'grad_norm': 7.277291297912598, 'learning_rate': 0.0001384074074074074, 'epoch': 0.93}
{'loss': 3.0154, 'grad_norm': 6.424679756164551, 'learning_rate': 0.00013834567901234568, 'epoch': 0.93}
  warnings.warn(                                  
{'eval_loss': 2.7753002643585205, 'eval_runtime': 412.7848, 'eval_samples_per_second': 1.454, 'eval_steps_per_second': 1.454, 'epoch': 0.93}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                  
{'loss': 2.5522, 'grad_norm': 4.929193019866943, 'learning_rate': 0.00013828395061728398, 'epoch': 0.93}
{'loss': 2.8771, 'grad_norm': 10.0648775100708, 'learning_rate': 0.00013822222222222222, 'epoch': 0.93}
{'loss': 2.9193, 'grad_norm': 6.90368127822876, 'learning_rate': 0.0001381604938271605, 'epoch': 0.93}
{'loss': 3.074, 'grad_norm': 5.212262153625488, 'learning_rate': 0.00013809876543209877, 'epoch': 0.93}
{'loss': 2.8772, 'grad_norm': 6.206539630889893, 'learning_rate': 0.00013803703703703705, 'epoch': 0.93}
{'loss': 2.4178, 'grad_norm': 3.030203342437744, 'learning_rate': 0.00013797530864197532, 'epoch': 0.93}
{'loss': 2.9775, 'grad_norm': 4.3394951820373535, 'learning_rate': 0.0001379135802469136, 'epoch': 0.93}
{'loss': 2.8206, 'grad_norm': 7.78535270690918, 'learning_rate': 0.00013785185185185187, 'epoch': 0.93}
{'loss': 3.0049, 'grad_norm': 5.197419166564941, 'learning_rate': 0.0001377901234567901, 'epoch': 0.93}
{'loss': 3.3138, 'grad_norm': 9.360462188720703, 'learning_rate': 0.00013772839506172841, 'epoch': 0.94}
{'loss': 2.9465, 'grad_norm': 11.781441688537598, 'learning_rate': 0.0001376666666666667, 'epoch': 0.94}
{'loss': 2.8875, 'grad_norm': 5.2277631759643555, 'learning_rate': 0.00013760493827160493, 'epoch': 0.94}
{'loss': 2.8366, 'grad_norm': 3.3084092140197754, 'learning_rate': 0.0001375432098765432, 'epoch': 0.94}
{'loss': 2.9936, 'grad_norm': 5.979989051818848, 'learning_rate': 0.00013748148148148148, 'epoch': 0.94}
{'loss': 2.9009, 'grad_norm': 3.965432643890381, 'learning_rate': 0.00013741975308641976, 'epoch': 0.94}
{'loss': 3.582, 'grad_norm': 4.837417125701904, 'learning_rate': 0.00013735802469135803, 'epoch': 0.94}
{'loss': 3.1473, 'grad_norm': 4.450867176055908, 'learning_rate': 0.0001372962962962963, 'epoch': 0.94}
{'loss': 3.168, 'grad_norm': 5.067830562591553, 'learning_rate': 0.00013723456790123458, 'epoch': 0.94}
{'loss': 2.3709, 'grad_norm': 5.917957305908203, 'learning_rate': 0.00013717283950617285, 'epoch': 0.94}
{'loss': 2.9735, 'grad_norm': 4.699795246124268, 'learning_rate': 0.00013711111111111113, 'epoch': 0.94}
{'loss': 2.468, 'grad_norm': 5.047936916351318, 'learning_rate': 0.0001370493827160494, 'epoch': 0.95}
{'loss': 3.4319, 'grad_norm': 9.212477684020996, 'learning_rate': 0.00013698765432098765, 'epoch': 0.95}
{'loss': 2.8124, 'grad_norm': 6.397042274475098, 'learning_rate': 0.00013692592592592592, 'epoch': 0.95}
{'loss': 2.7497, 'grad_norm': 4.300695419311523, 'learning_rate': 0.00013686419753086422, 'epoch': 0.95}
{'loss': 3.2144, 'grad_norm': 7.570245265960693, 'learning_rate': 0.00013680246913580247, 'epoch': 0.95}
{'loss': 3.1235, 'grad_norm': 7.719054222106934, 'learning_rate': 0.00013674074074074074, 'epoch': 0.95}
{'loss': 2.7437, 'grad_norm': 11.032346725463867, 'learning_rate': 0.00013667901234567901, 'epoch': 0.95}
{'loss': 2.8451, 'grad_norm': 6.4779486656188965, 'learning_rate': 0.0001366172839506173, 'epoch': 0.95}
{'loss': 3.5085, 'grad_norm': 5.167367935180664, 'learning_rate': 0.00013655555555555556, 'epoch': 0.95}
{'loss': 3.0974, 'grad_norm': 3.440171241760254, 'learning_rate': 0.00013649382716049384, 'epoch': 0.95}
{'loss': 3.1145, 'grad_norm': 3.970534563064575, 'learning_rate': 0.0001364320987654321, 'epoch': 0.95}
{'loss': 2.7051, 'grad_norm': 8.102171897888184, 'learning_rate': 0.00013637037037037038, 'epoch': 0.96}
{'loss': 3.544, 'grad_norm': 7.829708099365234, 'learning_rate': 0.00013630864197530863, 'epoch': 0.96}
{'loss': 2.555, 'grad_norm': 3.6027767658233643, 'learning_rate': 0.00013624691358024693, 'epoch': 0.96}
{'loss': 2.9615, 'grad_norm': 11.131255149841309, 'learning_rate': 0.0001361851851851852, 'epoch': 0.96}
{'loss': 3.2265, 'grad_norm': 6.271632671356201, 'learning_rate': 0.00013612345679012345, 'epoch': 0.96}
{'loss': 3.5124, 'grad_norm': 4.3713788986206055, 'learning_rate': 0.00013606172839506173, 'epoch': 0.96}
{'loss': 2.585, 'grad_norm': 4.555140972137451, 'learning_rate': 0.00013600000000000003, 'epoch': 0.96}
{'loss': 2.5972, 'grad_norm': 6.27398157119751, 'learning_rate': 0.00013593827160493827, 'epoch': 0.96}
{'loss': 2.7289, 'grad_norm': 4.368262767791748, 'learning_rate': 0.00013587654320987655, 'epoch': 0.96}
{'loss': 2.8686, 'grad_norm': 4.073123931884766, 'learning_rate': 0.00013581481481481482, 'epoch': 0.96}
{'loss': 3.7154, 'grad_norm': 10.24350643157959, 'learning_rate': 0.0001357530864197531, 'epoch': 0.96}
{'loss': 2.8603, 'grad_norm': 5.937849998474121, 'learning_rate': 0.00013569135802469137, 'epoch': 0.97}
{'loss': 2.608, 'grad_norm': 4.790041923522949, 'learning_rate': 0.00013562962962962964, 'epoch': 0.97}
{'loss': 2.8545, 'grad_norm': 3.7715132236480713, 'learning_rate': 0.00013556790123456792, 'epoch': 0.97}
{'loss': 3.2658, 'grad_norm': 9.360920906066895, 'learning_rate': 0.00013550617283950616, 'epoch': 0.97}
{'loss': 3.1573, 'grad_norm': 4.386181831359863, 'learning_rate': 0.00013544444444444444, 'epoch': 0.97}
{'loss': 2.8521, 'grad_norm': 5.027073383331299, 'learning_rate': 0.00013538271604938274, 'epoch': 0.97}
{'loss': 2.7881, 'grad_norm': 12.0707368850708, 'learning_rate': 0.00013532098765432098, 'epoch': 0.97}
{'loss': 3.4888, 'grad_norm': 6.737088680267334, 'learning_rate': 0.00013525925925925926, 'epoch': 0.97}
{'loss': 3.5632, 'grad_norm': 6.251590251922607, 'learning_rate': 0.00013519753086419753, 'epoch': 0.97}
{'loss': 2.8087, 'grad_norm': 5.414275169372559, 'learning_rate': 0.00013513580246913583, 'epoch': 0.97}
{'loss': 3.2215, 'grad_norm': 4.745291709899902, 'learning_rate': 0.00013507407407407408, 'epoch': 0.97}
{'loss': 4.2521, 'grad_norm': 12.216216087341309, 'learning_rate': 0.00013501234567901235, 'epoch': 0.98}
{'loss': 2.7317, 'grad_norm': 3.861368417739868, 'learning_rate': 0.00013495061728395063, 'epoch': 0.98}
{'loss': 3.1246, 'grad_norm': 11.00317096710205, 'learning_rate': 0.0001348888888888889, 'epoch': 0.98}
{'loss': 3.209, 'grad_norm': 4.067930221557617, 'learning_rate': 0.00013482716049382717, 'epoch': 0.98}
{'loss': 2.8283, 'grad_norm': 4.901063442230225, 'learning_rate': 0.00013476543209876545, 'epoch': 0.98}
{'loss': 2.8674, 'grad_norm': 4.70626974105835, 'learning_rate': 0.00013470370370370372, 'epoch': 0.98}
{'loss': 2.5841, 'grad_norm': 3.8736014366149902, 'learning_rate': 0.00013464197530864197, 'epoch': 0.98}
{'loss': 3.8509, 'grad_norm': 4.33689546585083, 'learning_rate': 0.00013458024691358024, 'epoch': 0.98}
{'loss': 3.0089, 'grad_norm': 4.859792232513428, 'learning_rate': 0.00013451851851851854, 'epoch': 0.98}
{'loss': 2.8049, 'grad_norm': 6.913721561431885, 'learning_rate': 0.0001344567901234568, 'epoch': 0.98}
{'loss': 3.1067, 'grad_norm': 5.537696361541748, 'learning_rate': 0.00013439506172839506, 'epoch': 0.99}
{'loss': 2.7698, 'grad_norm': 4.277905464172363, 'learning_rate': 0.00013433333333333334, 'epoch': 0.99}
{'loss': 2.4868, 'grad_norm': 5.857649803161621, 'learning_rate': 0.0001342716049382716, 'epoch': 0.99}
{'loss': 2.9191, 'grad_norm': 3.747299909591675, 'learning_rate': 0.00013420987654320988, 'epoch': 0.99}
{'loss': 2.7278, 'grad_norm': 4.593921661376953, 'learning_rate': 0.00013414814814814816, 'epoch': 0.99}
{'loss': 2.6675, 'grad_norm': 4.813292503356934, 'learning_rate': 0.00013408641975308643, 'epoch': 0.99}
{'loss': 2.8171, 'grad_norm': 5.6723833084106445, 'learning_rate': 0.00013402469135802468, 'epoch': 0.99}
{'loss': 3.0122, 'grad_norm': 12.291019439697266, 'learning_rate': 0.00013396296296296298, 'epoch': 0.99}
{'loss': 3.2449, 'grad_norm': 5.813091278076172, 'learning_rate': 0.00013390123456790125, 'epoch': 0.99}
{'loss': 2.6908, 'grad_norm': 9.517964363098145, 'learning_rate': 0.0001338395061728395, 'epoch': 0.99}
{'loss': 2.3422, 'grad_norm': 4.321295261383057, 'learning_rate': 0.00013377777777777777, 'epoch': 0.99}
{'loss': 3.5112, 'grad_norm': 5.611319065093994, 'learning_rate': 0.00013371604938271605, 'epoch': 1.0}
{'loss': 2.9062, 'grad_norm': 7.254283428192139, 'learning_rate': 0.00013365432098765435, 'epoch': 1.0}
{'loss': 3.5908, 'grad_norm': 5.511903285980225, 'learning_rate': 0.0001335925925925926, 'epoch': 1.0}
{'loss': 3.3925, 'grad_norm': 6.417106628417969, 'learning_rate': 0.00013353086419753087, 'epoch': 1.0}
{'loss': 3.0694, 'grad_norm': 5.580140113830566, 'learning_rate': 0.00013346913580246914, 'epoch': 1.0}
{'loss': 2.7761, 'grad_norm': 4.639519691467285, 'learning_rate': 0.00013340740740740742, 'epoch': 1.0}
{'loss': 2.5984, 'grad_norm': 4.596829891204834, 'learning_rate': 0.0001333456790123457, 'epoch': 1.0}
{'loss': 2.5718, 'grad_norm': 4.970406532287598, 'learning_rate': 0.00013328395061728396, 'epoch': 1.0}
{'loss': 2.9112, 'grad_norm': 10.147337913513184, 'learning_rate': 0.00013322222222222224, 'epoch': 1.0}
{'loss': 3.4517, 'grad_norm': 4.544493675231934, 'learning_rate': 0.00013316049382716048, 'epoch': 1.0}
{'loss': 3.004, 'grad_norm': 11.242039680480957, 'learning_rate': 0.00013309876543209879, 'epoch': 1.0}
{'loss': 2.6328, 'grad_norm': 5.9310197830200195, 'learning_rate': 0.00013303703703703706, 'epoch': 1.01}
{'loss': 3.1182, 'grad_norm': 8.346236228942871, 'learning_rate': 0.0001329753086419753, 'epoch': 1.01}
{'loss': 2.5422, 'grad_norm': 4.0504889488220215, 'learning_rate': 0.00013291358024691358, 'epoch': 1.01}
{'loss': 3.047, 'grad_norm': 5.804905891418457, 'learning_rate': 0.00013285185185185185, 'epoch': 1.01}
{'loss': 3.2903, 'grad_norm': 3.6482093334198, 'learning_rate': 0.00013279012345679013, 'epoch': 1.01}
{'loss': 2.7219, 'grad_norm': 3.826184034347534, 'learning_rate': 0.0001327283950617284, 'epoch': 1.01}
{'loss': 3.0501, 'grad_norm': 5.447853088378906, 'learning_rate': 0.00013266666666666667, 'epoch': 1.01}
{'loss': 3.3814, 'grad_norm': 5.789559841156006, 'learning_rate': 0.00013260493827160495, 'epoch': 1.01}
{'loss': 2.7774, 'grad_norm': 3.8445041179656982, 'learning_rate': 0.0001325432098765432, 'epoch': 1.01}
{'loss': 3.3306, 'grad_norm': 6.273751258850098, 'learning_rate': 0.0001324814814814815, 'epoch': 1.01}
{'loss': 3.3505, 'grad_norm': 5.218961238861084, 'learning_rate': 0.00013241975308641977, 'epoch': 1.01}
{'loss': 2.7918, 'grad_norm': 5.047347545623779, 'learning_rate': 0.00013235802469135802, 'epoch': 1.02}
{'loss': 3.0977, 'grad_norm': 4.6034417152404785, 'learning_rate': 0.0001322962962962963, 'epoch': 1.02}
{'loss': 2.5542, 'grad_norm': 3.8351104259490967, 'learning_rate': 0.0001322345679012346, 'epoch': 1.02}
{'loss': 2.8661, 'grad_norm': 3.9929401874542236, 'learning_rate': 0.00013217283950617287, 'epoch': 1.02}
  warnings.warn(                                  
{'eval_loss': 2.764618396759033, 'eval_runtime': 412.3046, 'eval_samples_per_second': 1.455, 'eval_steps_per_second': 1.455, 'epoch': 1.02}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                  
{'loss': 2.4141, 'grad_norm': 6.3363847732543945, 'learning_rate': 0.0001321111111111111, 'epoch': 1.02}
{'loss': 2.7061, 'grad_norm': 6.798190593719482, 'learning_rate': 0.00013204938271604939, 'epoch': 1.02}
{'loss': 3.3112, 'grad_norm': 3.7782411575317383, 'learning_rate': 0.00013198765432098766, 'epoch': 1.02}
{'loss': 2.9885, 'grad_norm': 4.985571384429932, 'learning_rate': 0.00013192592592592593, 'epoch': 1.02}
{'loss': 2.389, 'grad_norm': 4.7519354820251465, 'learning_rate': 0.0001318641975308642, 'epoch': 1.02}
{'loss': 2.9489, 'grad_norm': 4.71165132522583, 'learning_rate': 0.00013180246913580248, 'epoch': 1.02}
{'loss': 2.6025, 'grad_norm': 4.536322116851807, 'learning_rate': 0.00013174074074074075, 'epoch': 1.02}
{'loss': 2.4275, 'grad_norm': 4.567592620849609, 'learning_rate': 0.000131679012345679, 'epoch': 1.03}
{'loss': 2.3106, 'grad_norm': 4.498507022857666, 'learning_rate': 0.0001316172839506173, 'epoch': 1.03}
{'loss': 2.4498, 'grad_norm': 7.533823490142822, 'learning_rate': 0.00013155555555555558, 'epoch': 1.03}
{'loss': 2.517, 'grad_norm': 4.192122459411621, 'learning_rate': 0.00013149382716049382, 'epoch': 1.03}
{'loss': 2.9368, 'grad_norm': 4.769320487976074, 'learning_rate': 0.0001314320987654321, 'epoch': 1.03}
{'loss': 2.2954, 'grad_norm': 4.156675338745117, 'learning_rate': 0.00013137037037037037, 'epoch': 1.03}
{'loss': 2.789, 'grad_norm': 5.070184230804443, 'learning_rate': 0.00013130864197530864, 'epoch': 1.03}
{'loss': 2.4839, 'grad_norm': 6.740492820739746, 'learning_rate': 0.00013124691358024692, 'epoch': 1.03}
{'loss': 2.9284, 'grad_norm': 5.931964874267578, 'learning_rate': 0.0001311851851851852, 'epoch': 1.03}
{'loss': 2.4503, 'grad_norm': 8.261327743530273, 'learning_rate': 0.00013112345679012347, 'epoch': 1.03}
{'loss': 2.3025, 'grad_norm': 5.3946309089660645, 'learning_rate': 0.00013106172839506174, 'epoch': 1.04}
{'loss': 2.749, 'grad_norm': 5.956405162811279, 'learning_rate': 0.000131, 'epoch': 1.04}
{'loss': 2.8015, 'grad_norm': 4.305123329162598, 'learning_rate': 0.0001309382716049383, 'epoch': 1.04}
{'loss': 2.617, 'grad_norm': 9.316519737243652, 'learning_rate': 0.00013087654320987653, 'epoch': 1.04}
{'loss': 3.3221, 'grad_norm': 6.2135090827941895, 'learning_rate': 0.0001308148148148148, 'epoch': 1.04}
{'loss': 2.4492, 'grad_norm': 3.8860723972320557, 'learning_rate': 0.0001307530864197531, 'epoch': 1.04}
{'loss': 2.5795, 'grad_norm': 5.3983917236328125, 'learning_rate': 0.00013069135802469135, 'epoch': 1.04}
{'loss': 2.7221, 'grad_norm': 5.259133815765381, 'learning_rate': 0.00013062962962962963, 'epoch': 1.04}
{'loss': 2.8725, 'grad_norm': 6.021335601806641, 'learning_rate': 0.0001305679012345679, 'epoch': 1.04}
{'loss': 3.6166, 'grad_norm': 9.937885284423828, 'learning_rate': 0.00013050617283950618, 'epoch': 1.04}
{'loss': 2.9797, 'grad_norm': 6.185091972351074, 'learning_rate': 0.00013044444444444445, 'epoch': 1.04}
{'loss': 2.8844, 'grad_norm': 4.887503147125244, 'learning_rate': 0.00013038271604938272, 'epoch': 1.05}
{'loss': 2.8831, 'grad_norm': 4.857191562652588, 'learning_rate': 0.000130320987654321, 'epoch': 1.05}
{'loss': 2.1287, 'grad_norm': 3.7839999198913574, 'learning_rate': 0.00013025925925925927, 'epoch': 1.05}
{'loss': 2.6185, 'grad_norm': 4.6961541175842285, 'learning_rate': 0.00013019753086419755, 'epoch': 1.05}
{'loss': 2.7145, 'grad_norm': 5.247591495513916, 'learning_rate': 0.00013013580246913582, 'epoch': 1.05}
{'loss': 2.8192, 'grad_norm': 6.517244815826416, 'learning_rate': 0.0001300740740740741, 'epoch': 1.05}
{'loss': 3.1838, 'grad_norm': 6.568953990936279, 'learning_rate': 0.00013001234567901234, 'epoch': 1.05}
{'loss': 2.4934, 'grad_norm': 6.446143627166748, 'learning_rate': 0.0001299506172839506, 'epoch': 1.05}
{'loss': 2.5623, 'grad_norm': 5.460818767547607, 'learning_rate': 0.00012988888888888891, 'epoch': 1.05}
{'loss': 3.1425, 'grad_norm': 4.009670257568359, 'learning_rate': 0.00012982716049382716, 'epoch': 1.05}
{'loss': 3.3764, 'grad_norm': 5.024749755859375, 'learning_rate': 0.00012976543209876543, 'epoch': 1.05}
{'loss': 2.9169, 'grad_norm': 4.514994144439697, 'learning_rate': 0.0001297037037037037, 'epoch': 1.06}
{'loss': 2.5003, 'grad_norm': 3.986384153366089, 'learning_rate': 0.00012964197530864198, 'epoch': 1.06}
{'loss': 2.3621, 'grad_norm': 5.6036882400512695, 'learning_rate': 0.00012958024691358026, 'epoch': 1.06}
{'loss': 2.8129, 'grad_norm': 4.681436538696289, 'learning_rate': 0.00012951851851851853, 'epoch': 1.06}
{'loss': 2.9896, 'grad_norm': 3.0877397060394287, 'learning_rate': 0.0001294567901234568, 'epoch': 1.06}
{'loss': 2.6054, 'grad_norm': 17.491422653198242, 'learning_rate': 0.00012939506172839505, 'epoch': 1.06}
{'loss': 2.9096, 'grad_norm': 4.284832954406738, 'learning_rate': 0.00012933333333333332, 'epoch': 1.06}
{'loss': 2.7133, 'grad_norm': 3.8425941467285156, 'learning_rate': 0.00012927160493827162, 'epoch': 1.06}
{'loss': 2.7174, 'grad_norm': 4.560996055603027, 'learning_rate': 0.00012920987654320987, 'epoch': 1.06}
{'loss': 3.1382, 'grad_norm': 4.538171768188477, 'learning_rate': 0.00012914814814814815, 'epoch': 1.06}
{'loss': 2.5354, 'grad_norm': 3.5296928882598877, 'learning_rate': 0.00012908641975308642, 'epoch': 1.06}
{'loss': 3.5611, 'grad_norm': 6.5827226638793945, 'learning_rate': 0.00012902469135802472, 'epoch': 1.07}
{'loss': 2.5744, 'grad_norm': 3.4661171436309814, 'learning_rate': 0.00012896296296296297, 'epoch': 1.07}
{'loss': 3.5361, 'grad_norm': 8.868112564086914, 'learning_rate': 0.00012890123456790124, 'epoch': 1.07}
{'loss': 2.9383, 'grad_norm': 3.7794148921966553, 'learning_rate': 0.00012883950617283951, 'epoch': 1.07}
{'loss': 2.5625, 'grad_norm': 4.472708225250244, 'learning_rate': 0.0001287777777777778, 'epoch': 1.07}
